 run  |                     source                     | capacitor 
 1482 | YBe                                            | Yes
 1483 | YBe                                            | Yes
 1484 | YBe                                            | Yes
 1485 | YBe                                            | Yes
 1486 | YBe                                            | Yes
 1488 | YBe                                            | Yes
 1489 | YBe                                            | Yes
 1490 | YBe                                            | Yes
 1491 | YBe                                            | Yes
 1492 | YBe                                            | Yes
 6403 | yal                                            | Yes
 1300 | YBe                                            | Yes
 6410 | yal                                            | Yes
 6417 | yal                                            | Yes
 1142 | YBe + strong Co57 + 2 Pb sheets                | No
 1497 | YBe                                            | Yes
 1498 | YBe                                            | Yes
 1500 | YBe                                            | Yes
 1501 | YBe                                            | Yes
 1502 | YBe                                            | Yes
 1504 | YBe                                            | Yes
 1505 | YBe                                            | Yes
 1506 | YBe                                            | Yes
 1507 | YBe                                            | Yes
 1509 | YBe                                            | Yes
 1510 | YBe                                            | Yes
 1511 | YBe                                            | Yes
 1512 | YBe                                            | Yes
 1514 | YBe                                            | Yes
 1515 | YBe                                            | Yes
 1516 | YBe                                            | Yes
 1518 | YBe                                            | Yes
 1520 | YBe                                            | Yes
 1521 | YBe                                            | Yes
 1522 | YBe                                            | Yes
 1523 | YBe                                            | Yes
 1525 | YBe                                            | Yes
 1526 | YBe                                            | Yes
 1528 | YBe                                            | Yes
 1529 | YBe                                            | Yes
 1530 | YBe                                            | Yes
 1532 | YBe                                            | Yes
 1536 | YBe                                            | Yes
 1537 | YBe                                            | Yes
 1538 | YBe                                            | Yes
 1539 | YBe                                            | Yes
 1541 | YBe                                            | Yes
 1542 | YBe                                            | Yes
 1543 | YBe                                            | Yes
 1544 | YBe                                            | Yes
 1783 | Kr                                             | Yes
 1760 | Kr                                             | Yes
 1193 | YAl                                            | No
 1546 | YBe                                            | Yes
 1547 | YBe                                            | Yes
 1548 | YBe                                            | Yes
 1549 | YBe                                            | Yes
 1551 | YBe                                            | Yes
 1552 | YBe                                            | Yes
 1553 | YBe                                            | Yes
 1554 | YBe                                            | Yes
 1555 | YBe                                            | Yes
 1556 | YBe                                            | Yes
 1558 | YBe                                            | Yes
 1559 | YBe                                            | Yes
 1560 | YBe                                            | Yes
 1561 | YBe                                            | Yes
 1562 | YBe                                            | Yes
 1565 | YBe                                            | Yes
 1566 | YBe                                            | Yes
 1567 | YBe                                            | Yes
 1572 | strong Co57 + 2 Pb sheets                      | No
 1573 | strong Co57 + 2 Pb sheets                      | No
 1574 | strong Co57 + 2 Pb sheets                      | No
 1576 | strong Co57 + 2 Pb sheets                      | No
 1577 | strong Co57 + 2 Pb sheets                      | No
 1578 | strong Co57 + 2 Pb sheets                      | No
 1580 | strong Co57 + 2 Pb sheets                      | No
 1581 | strong Co57 + 2 Pb sheets                      | No
 1582 | strong Co57 + 2 Pb sheets                      | No
 1584 | background                                     | Yes
 1585 | background                                     | Yes
 1586 | background                                     | Yes
 1587 | background                                     | Yes
 1588 | background                                     | Yes
 1590 | background                                     | Yes
 1591 | background                                     | Yes
 1592 | background                                     | Yes
 1593 | background                                     | Yes
 1653 | background                                     | Yes
 1242 | YBe                                            | No
 1598 | strong Co57 + 2 Pb sheets                      | No
 1599 | strong Co57 + 2 Pb sheets                      | No
 1601 | strong Co57 + 2 Pb sheets                      | No
 1602 | strong Co57 + 2 Pb sheets                      | No
 1603 | strong Co57 + 2 Pb sheets                      | No
 1605 | strong Co57 + 2 Pb sheets                      | No
 1606 | strong Co57 + 2 Pb sheets                      | No
 1607 | strong Co57 + 2 Pb sheets                      | No
 1609 | strong Co57 + 2 Pb sheets                      | No
 1610 | strong Co57 + 2 Pb sheets                      | No
 1611 | strong Co57 + 2 Pb sheets                      | No
 1612 | background                                     | No
 1614 | background                                     | Yes
 1615 | background                                     | Yes
 1617 | background                                     | Yes
 1619 | background                                     | Yes
 1620 | background                                     | Yes
 1621 | background                                     | Yes
 1622 | strong Co57 + 2 Pb sheets                      | Yes
 1624 | strong Co57 + 2 Pb sheets                      | Yes
 1627 | strong Co57 + 2 Pb sheets                      | Yes
 1629 | strong Co57 + 2 Pb sheets                      | Yes
 1630 | strong Co57 + 2 Pb sheets                      | Yes
 1631 | strong Co57 + 2 Pb sheets                      | Yes
 1632 | strong Co57 + 2 Pb sheets                      | Yes
 1634 | strong Co57 + 2 Pb sheets                      | Yes
 1635 | strong Co57 + 2 Pb sheets                      | Yes
 1636 | strong Co57 + 2 Pb sheets                      | Yes
 1638 | strong Co57 + 2 Pb sheets                      | Yes
 1639 | strong Co57 + 2 Pb sheets                      | Yes
 1640 | strong Co57 + 2 Pb sheets                      | Yes
 1642 | strong Co57 + 2 Pb sheets                      | Yes
 1643 | strong Co57 + 2 Pb sheets                      | Yes
 1655 | background                                     | Yes
 1656 | background                                     | Yes
 1649 | background                                     | Yes
 6156 | kr83m                                          | Yes
 1284 | YBe + strong Co57 + 2 Pb sheets                | No
 6216 | yal                                            | Yes
 6248 | background                                     | Yes
 1662 | strong Co57 + 2 Pb sheets                      | Yes
 1663 | strong Co57 + 2 Pb sheets                      | No
 1665 | strong Co57 + 2 Pb sheets                      | No
 1666 | strong Co57 + 2 Pb sheets                      | No
 1669 | strong Co57 + 2 Pb sheets                      | No
 1671 | strong Co57 + 2 Pb sheets                      | No
 1673 | strong Co57 + 2 Pb sheets                      | No
 1674 | strong Co57 + 2 Pb sheets                      | No
 1675 | strong Co57 + 2 Pb sheets                      | No
 1678 | strong Co57 + 2 Pb sheets                      | No
 1679 | Ba133                                          | No
 1680 | Ba133                                          | No
 1681 | Ba133                                          | No
 1684 | Ba133                                          | No
 1685 | strong Co57 + 2 Pb sheets                      | No
 1686 | strong Co57 + 2 Pb sheets                      | No
 1687 | Kr                                             | No
 1689 | Kr                                             | No
 1690 | Kr                                             | No
 1691 | Kr                                             | No
 1692 | Kr                                             | No
 1693 | Kr + strong Co57 + 2 Pb sheets                 | No
 1695 | Kr + strong Co57 + 2 Pb sheets                 | No
 1696 | Kr                                             | Yes
 6263 | strong co57 + 4 pb sheets                      | No
 1650 | background                                     | Yes
 6178 | yal                                            | Yes
 6197 | yal                                            | Yes
 6276 | background                                     | Yes
 6288 | kr83m                                          | Yes
 1701 | Kr                                             | Yes
 1702 | Kr                                             | Yes
 1703 | Kr                                             | Yes
 1705 | Kr                                             | Yes
 1706 | Kr                                             | Yes
 1708 | Kr                                             | Yes
 1709 | Kr                                             | Yes
 1710 | Kr                                             | Yes
 1712 | Kr                                             | Yes
 1713 | Kr                                             | Yes
 1715 | Kr                                             | Yes
 1716 | Kr                                             | Yes
 1718 | Kr                                             | Yes
 1720 | Kr                                             | Yes
 1722 | Kr                                             | Yes
 1723 | Kr                                             | Yes
 1725 | Kr + strong Co57 + 2 Pb sheets                 | No
 1726 | Kr + strong Co57 + 2 Pb sheets                 | No
 1727 | Kr + strong Co57 + 2 Pb sheets                 | No
 1729 | Kr + strong Co57 + 2 Pb sheets                 | Yes
 1730 | Kr + strong Co57 + 2 Pb sheets                 | Yes
 1732 | Kr + strong Co57 + 2 Pb sheets                 | Yes
 1733 | Kr + strong Co57 + 2 Pb sheets                 | Yes
 1736 | Kr + strong Co57 + 2 Pb sheets                 | No
 1738 | Kr + strong Co57 + 2 Pb sheets                 | No
 1739 | Kr + strong Co57 + 2 Pb sheets                 | No
 1740 | Kr + strong Co57 + 2 Pb sheets                 | No
 1742 | Kr + strong Co57 + 2 Pb sheets                 | No
 1743 | Kr + strong Co57 + 2 Pb sheets                 | No
 1745 | Kr + strong Co57 + 2 Pb sheets                 | No
 1746 | Kr + strong Co57 + 2 Pb sheets                 | No
 1747 | Kr + strong Co57 + 2 Pb sheets                 | No
 1658 | background                                     | Yes
 1784 | Kr                                             | Yes
 1343 | YAl                                            | Yes
 6217 | yal + weak co57                                | Yes
 6249 | background                                     | Yes
 6309 | kr83m                                          | Yes
 6277 | background                                     | Yes
 6299 | kr83m                                          | Yes
 6051 | weak co57                                      | Yes
 6078 | background                                     | Yes
 6158 | kr83m                                          | Yes
 1785 | strong Co57 + 2 Pb sheets                      | Yes
 1786 | strong Co57 + 2 Pb sheets                      | No
 1789 | weak Co57                                      | No
 1753 | Kr + strong Co57 + 2 Pb sheets                 | No
 1754 | Kr + strong Co57 + 2 Pb sheets                 | No
 1756 | Kr + strong Co57 + 2 Pb sheets                 | No
 1758 | Kr + strong Co57 + 2 Pb sheets                 | No
 6179 | yal                                            | Yes
 6198 | yal                                            | Yes
 6233 | background                                     | Yes
 1791 | weak Co57                                      | Yes
 1792 | weak Co57                                      | Yes
 1793 | Kr + strong Co57 + 2 Pb sheets                 | No
 1795 | Kr + strong Co57 + 2 Pb sheets                 | No
 1796 | Kr + strong Co57 + 2 Pb sheets                 | No
 1798 | Kr + strong Co57 + 2 Pb sheets                 | No
 1800 | Kr + strong Co57 + 2 Pb sheets                 | No
 6289 | kr83m                                          | Yes
 1750 | Kr + strong Co57 + 2 Pb sheets                 | No
 1751 | Kr + strong Co57 + 2 Pb sheets                 | No
 1654 | background                                     | Yes
 6318 | yal                                            | Yes
 6327 | yal                                            | Yes
 6345 | yal                                            | Yes
 6354 | yal                                            | Yes
 1802 | Kr + strong Co57 + 2 Pb sheets                 | No
 1803 | Kr + strong Co57 + 2 Pb sheets                 | No
  542 | background                                     | Yes
  554 | YBe                                            | Yes
  899 | YBe                                            | Yes
 1093 | YBe                                            | Yes
 1144 | YBe                                            | No
 6159 | kr83m                                          | Yes
  547 | YBe + strong Co57 + 2 Pb sheets                | No
 1801 | Kr + strong Co57 + 2 Pb sheets                 | No
  560 | YBe                                            | Yes
  567 | YBe                                            | Yes
  575 | YBe                                            | Yes
  582 | YBe                                            | Yes
  588 | YBe                                            | Yes
  589 | YBe                                            | Yes
  594 | YBe                                            | Yes
  601 | YBe                                            | Yes
  608 | YBe                                            | Yes
  612 | YAl                                            | No
  619 | YAl                                            | Yes
  626 | YAl                                            | Yes
  638 | YAl                                            | Yes
  643 | YAl                                            | Yes
  650 | YAl                                            | Yes
  657 | YAl                                            | Yes
  663 | YAl                                            | Yes
  670 | YAl                                            | Yes
  677 | YAl                                            | Yes
  684 | YAl + strong Co57 + 2 Pb sheets                | Yes
  687 | YAl                                            | Yes
  692 | YBe                                            | Yes
  699 | YBe                                            | Yes
  706 | YBe                                            | Yes
  712 | YBe                                            | Yes
  837 | background                                     | Yes
 1657 | background                                     | Yes
  726 | YBe                                            | Yes
  733 | YBe                                            | Yes
  747 | YBe                                            | Yes
  753 | YBe                                            | Yes
  760 | YBe                                            | Yes
  869 | YBe                                            | Yes
  874 | YBe                                            | Yes
  769 | YAl                                            | Yes
  776 | YAl                                            | Yes
  783 | YAl                                            | Yes
  789 | YAl                                            | Yes
  796 | YAl                                            | Yes
  803 | YAl                                            | Yes
  810 | YAl                                            | Yes
  816 | YAl                                            | Yes
  823 | YAl                                            | Yes
 1404 | YAl                                            | Yes
  842 | background                                     | Yes
  848 | background                                     | Yes
  852 | strong Co57 + 2 Pb sheets                      | No
  857 | background                                     | Yes
  863 | background                                     | Yes
 6218 | yal + weak co57                                | Yes
 6160 | kr83m                                          | Yes
 6180 | yal                                            | Yes
  902 | YBe + strong Co57 + 2 Pb sheets                | No
  906 | YBe                                            | No
  913 | YBe                                            | No
  919 | YBe                                            | No
  927 | YAl                                            | Yes
  934 | YAl                                            | Yes
  943 | YAl                                            | Yes
  950 | YAl                                            | Yes
  958 | YAl                                            | Yes
  964 | YAl                                            | Yes
  763 | YBe + strong Co57 + 2 Pb sheets                | No
 6199 | yal                                            | Yes
 6250 | background                                     | Yes
  978 | YAl                                            | Yes
  985 | YAl                                            | Yes
  993 | YAl                                            | Yes
 1000 | YAl                                            | Yes
 1007 | YAl                                            | Yes
 1013 | YAl                                            | Yes
 1020 | YAl                                            | Yes
 1027 | YAl                                            | Yes
 1033 | YAl + strong Co57 + 2 Pb sheets                | Yes
 1039 | YBe                                            | Yes
 1044 | YBe                                            | Yes
 1051 | YBe                                            | Yes
 1058 | YBe                                            | Yes
 1065 | YBe                                            | Yes
 1072 | YBe                                            | Yes
 1079 | YBe                                            | Yes
 1086 | YBe                                            | Yes
 1165 | YAl                                            | Yes
 1101 | YBe                                            | No
 1108 | YBe                                            | No
 1113 | YBe + strong Co57 + 2 Pb sheets                | No
 1120 | YBe                                            | No
 1126 | YBe                                            | No
 1133 | YBe                                            | No
 1151 | YAl                                            | No
 1157 | YAl                                            | No
 1172 | YAl                                            | No
 1179 | YAl                                            | No
 1185 | YAl                                            | No
 1192 | YAl                                            | No
 1197 | YAl                                            | No
 1204 | YAl                                            | No
 1211 | YAl                                            | Yes
 1217 | YAl                                            | Yes
 1224 | YAl                                            | Yes
 1230 | YAl + strong Co57 + 2 Pb sheets                | Yes
 1236 | YBe                                            | No
 1241 | YBe                                            | No
 1094 | YBe + strong Co57 + 2 Pb sheets                | Yes
 1254 | YBe                                            | Yes
 1262 | YBe                                            | Yes
 6162 | kr83m                                          | Yes
 6219 | yal                                            | Yes
 6266 | weak co57                                      | Yes
 6291 | kr83m                                          | Yes
 6310 | kr83m                                          | Yes
 1268 | YBe                                            | Yes
 1275 | YBe                                            | Yes
 6300 | kr83m                                          | Yes
 6054 | weak co57                                      | Yes
 6081 | strong co57 + 4 pb sheets                      | Yes
 6181 | yal                                            | Yes
 6200 | yal                                            | Yes
 6235 | background                                     | Yes
 6251 | background                                     | Yes
 6278 | background                                     | Yes
 6319 | yal                                            | Yes
 6328 | yal                                            | Yes
 6346 | yal                                            | Yes
 6355 | yal                                            | Yes
 6362 | yal                                            | Yes
 6369 | yal                                            | Yes
 6383 | yal                                            | Yes
 6390 | yal                                            | Yes
 6397 | yal                                            | Yes
 6404 | yal                                            | Yes
 6418 | yal                                            | Yes
 6424 | yal                                            | Yes
 1481 | YBe                                            | Yes
 1487 | YBe                                            | Yes
 1493 | YBe                                            | Yes
 1494 | YBe                                            | Yes
 1499 | YBe                                            | Yes
 1503 | YBe                                            | Yes
 1508 | YBe                                            | Yes
 1301 | YBe                                            | Yes
 1517 | YBe                                            | Yes
 1524 | YBe                                            | Yes
 1531 | YBe                                            | Yes
 1534 | YBe                                            | Yes
 1540 | YBe                                            | Yes
 1550 | YBe                                            | Yes
 1557 | YBe                                            | Yes
 1564 | YBe                                            | Yes
 1570 | YBe + strong Co57 + 2 Pb sheets                | No
 1575 | strong Co57 + 2 Pb sheets                      | No
 1579 | strong Co57 + 2 Pb sheets                      | No
 1583 | strong Co57 + 2 Pb sheets                      | No
 1589 | background                                     | Yes
 1594 | background                                     | Yes
 1597 | strong Co57 + 2 Pb sheets                      | Yes
 1600 | strong Co57 + 2 Pb sheets                      | No
 1604 | strong Co57 + 2 Pb sheets                      | No
 1608 | strong Co57 + 2 Pb sheets                      | No
 1613 | background                                     | Yes
 1618 | background                                     | Yes
 1623 | strong Co57 + 2 Pb sheets                      | No
 1628 | strong Co57 + 2 Pb sheets                      | Yes
 1633 | strong Co57 + 2 Pb sheets                      | Yes
 1637 | strong Co57 + 2 Pb sheets                      | Yes
 1641 | strong Co57 + 2 Pb sheets                      | Yes
 1644 | strong Co57 + 2 Pb sheets                      | No
 1646 | strong Co57 + 2 Pb sheets                      | Yes
 1648 | strong Co57 + 2 Pb sheets                      | Yes
 6163 | kr83m                                          | Yes
 1664 | strong Co57 + 2 Pb sheets                      | No
 1667 | strong Co57 + 2 Pb sheets                      | No
 1651 | background                                     | Yes
 6182 | yal                                            | Yes
 6201 | yal                                            | Yes
 6236 | background                                     | Yes
 6164 | strong co57 + 4 pb sheets                      | Yes
 6183 | yal                                            | Yes
 1677 | strong Co57 + 2 Pb sheets                      | No
 1683 | Ba133                                          | No
 1688 | Kr                                             | No
 1694 | Kr + strong Co57 + 2 Pb sheets                 | No
 1697 | Kr                                             | Yes
 1698 | Kr                                             | Yes
 1700 | Kr                                             | Yes
 1704 | Kr                                             | Yes
 1707 | Kr                                             | Yes
 1711 | Kr                                             | Yes
 1714 | Kr                                             | Yes
 1717 | Kr                                             | Yes
 1721 | Kr                                             | Yes
 1724 | background                                     | Yes
 1731 | Kr + strong Co57 + 2 Pb sheets                 | No
 1737 | Kr + strong Co57 + 2 Pb sheets                 | No
 1741 | Kr + strong Co57 + 2 Pb sheets                 | No
 1744 | Kr + strong Co57 + 2 Pb sheets                 | No
 1748 | Kr + strong Co57 + 2 Pb sheets                 | No
 1749 | Kr + strong Co57 + 2 Pb sheets                 | No
 1752 | Kr + strong Co57 + 2 Pb sheets                 | No
 1755 | Kr + strong Co57 + 2 Pb sheets                 | No
 1759 | Kr + strong Co57 + 2 Pb sheets                 | Yes
 6267 | weak co57                                      | Yes
 6202 | yal                                            | Yes
 1787 | strong Co57 + 2 Pb sheets (DIFFERENT LOCATION) | No
 1790 | weak Co57                                      | Yes
 6220 | yal                                            | Yes
 1535 | YBe                                            | Yes
 1659 | background                                     | Yes
 6252 | background                                     | Yes
 6279 | background                                     | Yes
  830 | YAl + strong Co57 + 2 Pb sheets                | no
  536 | background                                     | Yes
  562 | YBe                                            | Yes
  591 | YBe                                            | Yes
  620 | YAl                                            | Yes
  632 | YAl                                            | Yes
  640 | YAl                                            | Yes
  668 | YAl                                            | Yes
  698 | YBe                                            | Yes
  719 | YBe                                            | Yes
  727 | YBe                                            | Yes
  740 | YBe                                            | Yes
  750 | YBe                                            | Yes
  780 | YAl                                            | Yes
  808 | YAl                                            | Yes
  884 | YBe                                            | Yes
  850 | strong Co57 + 2 Pb sheets                      | Yes
 6184 | yal                                            | Yes
  928 | YAl                                            | Yes
  938 | YAl                                            | Yes
  949 | YAl                                            | Yes
  971 | YAl                                            | Yes
  979 | YAl                                            | Yes
  989 | YAl                                            | Yes
 1012 | YAl                                            | Yes
 1031 | YAl                                            | Yes
 1050 | YBe                                            | Yes
 1080 | YBe                                            | Yes
 1089 | YBe                                            | Yes
 1112 | YBe + strong Co57 + 2 Pb sheets                | Yes
 1141 | YBe + strong Co57 + 2 Pb sheets                | Yes
 1143 | YBe + strong Co57 + 2 Pb sheets                | No
 1177 | YAl                                            | No
 1195 | YAl                                            | No
 1223 | YAl                                            | Yes
 1246 | YBe                                            | No
 1257 | YBe                                            | Yes
 1799 | Kr + strong Co57 + 2 Pb sheets                 | No
 6165 | strong co57 + 4 pb sheets                      | Yes
 1280 | YBe + strong Co57 + 2 Pb sheets                | No
 6268 | weak co57                                      | Yes
 6301 | kr83m                                          | Yes
 6058 | background                                     | Yes
 1475 | YBe                                            | Yes
 1495 | YBe                                            | Yes
 1513 | YBe                                            | Yes
 1527 | YBe                                            | Yes
 1563 | YBe                                            | Yes
 1568 | YBe + strong Co57 + 2 Pb sheets                | No
 1569 | YBe + strong Co57 + 2 Pb sheets                | No
 1596 | background                                     | Yes
 1616 | background                                     | Yes
 1626 | strong Co57 + 2 Pb sheets                      | Yes
 1645 | strong Co57 + 2 Pb sheets                      | No
 1668 | strong Co57 + 2 Pb sheets                      | No
 1670 | strong Co57 + 2 Pb sheets                      | No
 1719 | Kr                                             | Yes
 1728 | Kr + strong Co57 + 2 Pb sheets                 | Yes
 1757 | Kr + strong Co57 + 2 Pb sheets                 | No
 6185 | yal                                            | Yes
 1766 | Kr                                             | Yes
 1768 | Kr                                             | Yes
 1769 | Kr                                             | Yes
 1771 | Kr                                             | Yes
 1772 | Kr                                             | Yes
 1774 | Kr                                             | Yes
 1775 | Kr                                             | Yes
 1777 | Kr                                             | Yes
 1778 | Kr                                             | Yes
 1285 | YBe + strong Co57 + 2 Pb sheets                | No
 6203 | yal                                            | Yes
 6238 | background                                     | Yes
 1762 | Kr                                             | Yes
 1765 | Kr                                             | Yes
 1767 | Kr                                             | Yes
 1770 | Kr                                             | Yes
 1764 | Kr                                             | Yes
 1773 | Kr                                             | Yes
 1776 | Kr                                             | Yes
 1779 | Kr                                             | Yes
 1782 | Kr                                             | Yes
 6166 | strong co57 + 4 pb sheets                      | Yes
 6222 | background                                     | Yes
 6269 | weak co57                                      | Yes
 6311 | weak co57                                      | Yes
 6440 | yal                                            | Yes
 6445 | yal                                            | Yes
 6302 | kr83m                                          | Yes
 6144 | background                                     | Yes
 6186 | yal                                            | Yes
 6239 | background                                     | Yes
 6254 | background                                     | Yes
 6292 | kr83m                                          | Yes
 6320 | yal                                            | Yes
 6338 | yal                                            | Yes
 6347 | yal                                            | Yes
 6356 | yal                                            | Yes
 6363 | yal                                            | Yes
 6377 | yal                                            | Yes
 6384 | yal                                            | Yes
 6391 | yal                                            | Yes
 6398 | yal                                            | Yes
 6412 | yal                                            | Yes
 6419 | yal                                            | Yes
 6425 | yal                                            | Yes
 6430 | yal                                            | Yes
 6450 | yal                                            | Yes
 6455 | yal                                            | Yes
 1302 | YBe                                            | Yes
 1303 | YBe                                            | Yes
 1306 | YBe                                            | Yes
 1307 | YBe                                            | Yes
 1308 | YBe                                            | Yes
 1309 | YBe                                            | Yes
 1310 | YBe                                            | Yes
 1311 | YBe                                            | Yes
 1313 | YBe                                            | Yes
 1314 | YBe                                            | Yes
 1315 | YBe                                            | Yes
 1316 | YBe                                            | Yes
 1317 | YBe                                            | Yes
 1320 | YBe                                            | Yes
 1321 | YBe                                            | Yes
 1322 | YBe                                            | Yes
 1323 | YBe                                            | Yes
 1324 | YBe                                            | Yes
 1327 | YBe + strong Co57 + 2 Pb sheets                | No
 1329 | YBe + strong Co57 + 2 Pb sheets                | No
 1330 | YAl                                            | No
 1331 | YAl                                            | Yes
 1332 | YAl                                            | Yes
 1333 | YAl                                            | Yes
 1334 | YAl                                            | Yes
 1336 | YAl                                            | Yes
 1337 | YAl                                            | Yes
 1338 | YAl                                            | Yes
 1339 | YAl                                            | Yes
 1340 | YAl                                            | Yes
 1341 | YAl                                            | Yes
 1344 | YAl                                            | Yes
 1345 | YAl                                            | Yes
 1346 | YAl                                            | Yes
 1348 | YAl                                            | Yes
 1349 | YAl                                            | Yes
 1350 | YAl                                            | Yes
 1351 | YAl                                            | Yes
 1352 | YAl                                            | Yes
 1355 | YAl                                            | Yes
 1356 | YAl                                            | Yes
 1357 | YAl                                            | Yes
 1358 | YAl                                            | Yes
 1359 | YAl                                            | Yes
 1360 | YAl                                            | Yes
 1362 | YAl                                            | Yes
 1363 | YAl                                            | Yes
 1364 | YAl                                            | Yes
 1365 | YAl                                            | Yes
 1366 | YAl                                            | Yes
 1368 | YAl                                            | Yes
 1369 | YAl                                            | Yes
 1370 | YAl                                            | Yes
 1371 | YAl                                            | Yes
 1372 | YAl                                            | Yes
 1373 | YAl                                            | Yes
 1375 | YAl                                            | Yes
 1377 | YAl                                            | Yes
 1378 | YAl                                            | Yes
 1379 | YAl                                            | Yes
 1380 | YAl                                            | Yes
 1381 | YAl                                            | Yes
 1384 | YAl                                            | Yes
 1385 | YAl                                            | Yes
 1386 | YAl                                            | Yes
 1387 | YAl                                            | Yes
 1388 | YAl                                            | Yes
 1390 | YAl                                            | Yes
 1391 | YAl                                            | Yes
 1394 | YAl                                            | Yes
 1395 | YAl                                            | Yes
 1397 | YAl                                            | Yes
 1399 | YAl                                            | Yes
 1400 | YAl + strong Co57 + 2 Pb sheets                | Yes
 1401 | YAl + strong Co57 + 2 Pb sheets                | No
 1403 | YAl                                            | Yes
 1405 | YAl                                            | Yes
 1406 | YAl                                            | Yes
 1407 | YAl                                            | Yes
 1408 | YAl                                            | Yes
 1410 | YAl                                            | Yes
 1411 | YAl                                            | Yes
 1413 | YAl                                            | Yes
 1415 | YAl                                            | Yes
 1416 | YAl                                            | Yes
 1417 | YAl                                            | Yes
 1419 | YAl                                            | Yes
 1420 | YAl                                            | Yes
 1421 | YAl                                            | Yes
 1422 | YAl                                            | Yes
 1423 | YAl                                            | Yes
 1424 | YAl                                            | Yes
 1427 | YAl                                            | Yes
 1428 | YAl                                            | Yes
 1429 | YAl                                            | Yes
 1430 | YAl                                            | Yes
 1431 | YAl                                            | Yes
 1433 | YAl                                            | Yes
 1434 | YAl                                            | Yes
 1435 | YAl                                            | Yes
 1436 | YAl                                            | Yes
 1437 | YAl                                            | Yes
 1439 | YAl                                            | Yes
 1440 | YAl                                            | Yes
 1441 | YAl                                            | Yes
 1442 | YAl                                            | Yes
 1443 | YAl                                            | Yes
 1446 | YAl                                            | Yes
 1447 | YAl                                            | Yes
 1449 | YAl                                            | Yes
 1450 | YAl                                            | Yes
 1451 | YAl                                            | Yes
 1452 | YAl                                            | Yes
 1453 | YAl                                            | Yes
 1454 | YAl                                            | Yes
 1456 | YAl                                            | Yes
 1457 | YAl                                            | Yes
 1458 | YAl                                            | Yes
 1459 | YAl                                            | Yes
 1460 | YAl                                            | Yes
 1461 | YAl                                            | Yes
 6187 | yal                                            | Yes
 1466 | YBe                                            | Yes
 1468 | YBe                                            | Yes
 1469 | YBe                                            | Yes
 1470 | YBe                                            | Yes
 1471 | YBe                                            | Yes
 1472 | YBe                                            | Yes
 1473 | YBe                                            | Yes
 1326 | YBe + strong Co57 + 2 Pb sheets                | Yes
 1392 | YAl                                            | Yes
 1465 | YBe                                            | Yes
 1444 | YAl                                            | Yes
 1290 | YBe                                            | Yes
 1292 | YBe                                            | Yes
 1297 | YBe                                            | Yes
 1305 | YBe                                            | Yes
 1312 | YBe                                            | Yes
 1318 | YBe                                            | Yes
 1325 | YBe                                            | Yes
 1328 | YBe + strong Co57 + 2 Pb sheets                | No
 1335 | YAl                                            | Yes
 1342 | YAl                                            | Yes
 1347 | YAl                                            | Yes
 1354 | YAl                                            | Yes
 1361 | YAl                                            | Yes
 1367 | YAl                                            | Yes
 1374 | YAl                                            | Yes
 1382 | YAl                                            | Yes
 1389 | YAl                                            | Yes
 1396 | YAl                                            | Yes
 1409 | YAl                                            | Yes
 1418 | YAl                                            | Yes
 1425 | YAl                                            | Yes
 1432 | YAl                                            | Yes
 1438 | YAl                                            | Yes
 1448 | YAl                                            | Yes
 1455 | YAl                                            | Yes
 1467 | YBe                                            | Yes
 1474 | YBe                                            | Yes
 1293 | YBe                                            | Yes
 1319 | YBe                                            | Yes
 1353 | YAl                                            | Yes
 1383 | YAl                                            | Yes
 1393 | YAl                                            | Yes
 1402 | YAl + strong Co57 + 2 Pb sheets                | Yes
 1426 | YAl                                            | Yes
 1445 | YAl                                            | Yes
  501 | strong Co57 + 2 Pb sheets                      | No
  502 | strong Co57 + 2 Pb sheets                      | No
  503 | strong Co57 + 2 Pb sheets                      | No
  504 | strong Co57 + 2 Pb sheets                      | No
  521 | strong Co57 + 2 Pb sheets                      | Yes
  523 | strong Co57 + 2 Pb sheets                      | Yes
  543 | strong Co57 + 2 Pb sheets                      | Yes
  545 | YBe + strong Co57 + 2 Pb sheets                | No
  546 | YBe + strong Co57 + 2 Pb sheets                | No
  610 | YBe + strong Co57 + 2 Pb sheets                | No
  609 | YBe + strong Co57 + 2 Pb sheets                | Yes
  761 | YBe + strong Co57 + 2 Pb sheets                | Yes
  762 | YBe + strong Co57 + 2 Pb sheets                | No
  765 | YBe + strong Co57 + 2 Pb sheets                | No
  764 | YBe + strong Co57 + 2 Pb sheets                | No
  868 | YBe                                            | Yes
