 run  |                     source                     | capacitor 
 7941 | yal                                            | Yes
 7942 | yal                                            | Yes
 7944 | yal                                            | Yes
 7945 | yal                                            | Yes
 7946 | yal                                            | Yes
 7947 | yal                                            | Yes
 7949 | yal                                            | Yes
 7950 | yal                                            | Yes
 7951 | yal                                            | Yes
 7952 | yal                                            | Yes
 7954 | yal                                            | Yes
 7955 | yal                                            | Yes
 7956 | yal                                            | Yes
 7958 | yal                                            | Yes
 7959 | yal                                            | Yes
 7960 | yal                                            | Yes
 7961 | yal                                            | Yes
 7963 | yal                                            | Yes
 7964 | yal                                            | Yes
 7965 | yal                                            | Yes
 7966 | yal                                            | Yes
 7968 | yal                                            | Yes
 7969 | yal                                            | Yes
 7970 | yal                                            | Yes
 7971 | yal                                            | Yes
 7973 | yal                                            | Yes
 7975 | yal                                            | Yes
 7976 | yal                                            | Yes
 7977 | yal                                            | Yes
 7979 | yal                                            | Yes
 6015 | background                                     | Yes
 6010 | background                                     | Yes
 6052 | weak co57                                      | Yes
 6016 | background                                     | Yes
 6012 | background                                     | Yes
 6080 | strong co57 + 4 pb sheets                      | Yes
 6057 | background                                     | Yes
 6053 | weak co57                                      | Yes
 6017 | background                                     | Yes
 6008 | background                                     | Yes
 6013 | background                                     | Yes
 6061 | background                                     | Yes
 6018 | background                                     | Yes
 6009 | background                                     | Yes
 6014 | background                                     | Yes
 6055 | weak co57                                      | Yes
 6059 | background                                     | Yes
 6025 | weak co57                                      | Yes
 6056 | background                                     | Yes
 6077 | background                                     | Yes
 6060 | background                                     | Yes
 6063 | background                                     | Yes
 6069 | weak co57                                      | Yes
 6083 | background                                     | Yes
 6142 | background                                     | Yes
 6143 | background                                     | Yes
 6145 | background                                     | Yes
 7983 | yal                                            | Yes
 6082 | strong co57 + 4 pb sheets                      | Yes
 7981 | yal                                            | Yes
 7982 | yal                                            | Yes
 7984 | yal                                            | Yes
 7986 | yal                                            | Yes
 7987 | yal                                            | Yes
 7988 | yal                                            | Yes
 7989 | yal                                            | Yes
 6147 | background                                     | Yes
 6148 | background                                     | Yes
 6253 | background                                     | Yes
 6157 | kr83m                                          | Yes
 6161 | kr83m                                          | Yes
 6280 | background                                     | Yes
 6169 | yal                                            | Yes
 6173 | yal                                            | Yes
 6204 | yal                                            | Yes
 6223 | background                                     | Yes
 6225 | background                                     | Yes
 6293 | kr83m                                          | Yes
 6231 | background                                     | Yes
 6232 | background                                     | Yes
 6234 | background                                     | Yes
 6237 | background                                     | Yes
 6241 | background                                     | Yes
 6337 | yal                                            | Yes
 6298 | kr83m                                          | Yes
 6317 | yal                                            | Yes
 6322 | yal                                            | Yes
 6329 | yal                                            | Yes
 6336 | yal                                            | Yes
 6348 | yal                                            | Yes
 6376 | yal                                            | Yes
 6350 | yal                                            | Yes
 6361 | yal                                            | Yes
 6370 | yal                                            | Yes
 6380 | yal                                            | Yes
 6381 | yal                                            | Yes
 6385 | yal                                            | Yes
 6386 | yal                                            | Yes
 6396 | yal                                            | Yes
 6405 | yal                                            | Yes
 6411 | yal                                            | Yes
 6415 | yal                                            | Yes
 6265 | strong co57 + 4 pb sheets                      | Yes
 6416 | yal                                            | Yes
 6496 | yal                                            | Yes
 6420 | yal                                            | Yes
 6421 | yal                                            | Yes
 6435 | yal                                            | Yes
 6501 | yal                                            | Yes
 6444 | yal                                            | Yes
 6446 | yal                                            | Yes
 6447 | yal                                            | Yes
 6465 | yal                                            | Yes
 6506 | yal                                            | Yes
 6466 | yal                                            | Yes
 6467 | yal                                            | Yes
 6482 | yal                                            | Yes
 6487 | yal                                            | Yes
 6510 | yal                                            | Yes
 6492 | yal                                            | Yes
 6515 | yal                                            | Yes
 6521 | yal                                            | Yes
 6526 | yal                                            | Yes
 6531 | yal                                            | Yes
 6535 | yal                                            | Yes
 6540 | yal                                            | Yes
 6545 | yal                                            | Yes
 6549 | yal                                            | Yes
 6582 | yal                                            | Yes
 6554 | yal                                            | Yes
 6558 | yal                                            | Yes
 6563 | yal                                            | Yes
 6587 | yal                                            | Yes
 6592 | yal                                            | Yes
 6596 | yal                                            | Yes
 6605 | yal                                            | Yes
 6601 | yal                                            | Yes
 6610 | yal                                            | Yes
 6615 | yal                                            | Yes
 6619 | yal                                            | Yes
 6624 | yal                                            | Yes
 6628 | yal + weak co57                                | Yes
 6633 | ybe                                            | Yes
 6638 | ybe + weak co57                                | Yes
 6702 | ybe                                            | Yes
 6642 | ybe + weak co57                                | Yes
 6648 | ybe                                            | Yes
 6652 | ybe                                            | Yes
 6657 | ybe                                            | Yes
 6666 | ybe                                            | Yes
 6739 | ybe                                            | Yes
 6671 | ybe                                            | Yes
 6675 | ybe                                            | Yes
 6680 | ybe                                            | Yes
 6707 | ybe                                            | Yes
 6687 | ybe                                            | Yes
 6693 | ybe                                            | Yes
 6697 | ybe                                            | Yes
 6711 | ybe                                            | Yes
 6715 | ybe                                            | Yes
 6720 | ybe                                            | Yes
 6743 | ybe                                            | Yes
 6725 | ybe                                            | Yes
 6729 | ybe                                            | Yes
 6734 | ybe                                            | Yes
 6764 | ybe                                            | Yes
 6748 | ybe                                            | Yes
 6753 | ybe                                            | Yes
 6760 | ybe                                            | Yes
 6769 | ybe                                            | Yes
 6774 | ybe                                            | Yes
 6778 | ybe                                            | Yes
 6783 | ybe                                            | Yes
 6788 | ybe                                            | Yes
 6793 | ybe                                            | Yes
 6797 | ybe                                            | Yes
 6820 | ybe                                            | Yes
 6829 | ybe                                            | Yes
 6833 | ybe + weak co57                                | Yes
 6840 | ybe                                            | Yes
 6893 | ybe                                            | Yes
 6845 | ybe                                            | Yes
 6847 | ybe                                            | Yes
 6851 | ybe                                            | Yes
 6856 | ybe                                            | Yes
 6895 | ybe                                            | Yes
 6861 | ybe                                            | Yes
 6865 | ybe                                            | Yes
 6870 | ybe                                            | Yes
 6875 | ybe                                            | Yes
 6879 | ybe                                            | Yes
 6884 | ybe                                            | Yes
 6900 | ybe                                            | Yes
 6889 | ybe                                            | Yes
 6905 | ybe                                            | Yes
 6909 | ybe                                            | Yes
 6932 | ybe                                            | Yes
 6914 | ybe                                            | Yes
 6918 | ybe                                            | Yes
 6923 | ybe                                            | Yes
 6928 | ybe                                            | Yes
 6937 | ybe                                            | Yes
 6960 | ybe                                            | Yes
 6974 | ybe                                            | Yes
 6965 | ybe                                            | Yes
 6969 | ybe                                            | Yes
 6980 | ybe                                            | Yes
 6984 | ybe                                            | Yes
 6987 | ybe                                            | Yes
 6986 | ybe                                            | Yes
 6990 | ybe                                            | Yes
 6995 | ybe                                            | Yes
 6999 | ybe                                            | Yes
 7990 | yal                                            | Yes
 7991 | yal                                            | Yes
 7994 | yal                                            | Yes
 7995 | yal                                            | Yes
 7996 | yal                                            | Yes
 7997 | yal                                            | Yes
 7999 | yal                                            | Yes
 8000 | yal                                            | Yes
 8001 | yal                                            | Yes
 8002 | yal                                            | Yes
 8004 | yal                                            | Yes
 8005 | yal                                            | Yes
 8006 | yal                                            | Yes
 8007 | yal                                            | Yes
 8009 | yal                                            | Yes
 8010 | yal                                            | Yes
 8011 | yal                                            | Yes
 8012 | yal                                            | Yes
 8014 | yal                                            | Yes
 8015 | yal                                            | Yes
 8016 | yal                                            | Yes
 8018 | yal                                            | Yes
 8019 | yal                                            | Yes
 8020 | yal                                            | Yes
 8021 | yal                                            | Yes
 8023 | yal                                            | Yes
 8024 | yal                                            | Yes
 8025 | yal                                            | Yes
 8026 | yal                                            | Yes
 8028 | yal                                            | Yes
 8029 | yal                                            | Yes
 8030 | yal                                            | Yes
 8031 | yal                                            | Yes
 8033 | yal                                            | Yes
 8034 | yal                                            | Yes
 8035 | yal                                            | Yes
 8036 | yal                                            | Yes
 8038 | yal                                            | Yes
 8041 | yal                                            | Yes
 8042 | yal                                            | Yes
 8043 | yal                                            | Yes
 8045 | yal                                            | Yes
 8046 | yal + weak co57                                | Yes
 8047 | yal + weak co57                                | Yes
 8049 | yal + weak co57                                | Yes
 8050 | yal + weak co57                                | Yes
 8051 | yal                                            | Yes
 8052 | yal                                            | Yes
 8054 | yal                                            | Yes
 8055 | yal                                            | Yes
 8056 | yal                                            | Yes
 8057 | yal                                            | Yes
 8059 | yal                                            | Yes
 8060 | yal                                            | Yes
 8061 | yal                                            | Yes
 8062 | yal                                            | Yes
 8064 | yal                                            | Yes
 8065 | yal                                            | Yes
 8066 | yal                                            | Yes
 8067 | yal                                            | Yes
 8069 | yal                                            | Yes
 8070 | yal                                            | Yes
 8071 | yal                                            | Yes
 8072 | yal                                            | Yes
 8074 | yal                                            | Yes
 8075 | yal                                            | Yes
 8076 | yal                                            | Yes
 8078 | yal                                            | Yes
 8079 | yal                                            | Yes
 8080 | yal                                            | Yes
 8081 | yal                                            | Yes
 8083 | yal                                            | Yes
 8084 | yal                                            | Yes
 8085 | yal                                            | Yes
 7004 | ybe                                            | Yes
 7073 | ybe                                            | Yes
 7009 | ybe                                            | Yes
 7013 | ybe                                            | Yes
 7018 | ybe                                            | Yes
 7023 | ybe                                            | Yes
 7027 | ybe                                            | Yes
 7032 | ybe                                            | Yes
 7078 | ybe                                            | Yes
 7050 | ybe                                            | Yes
 7054 | ybe                                            | Yes
 7064 | ybe                                            | Yes
 7068 | ybe                                            | Yes
 7081 | ybe                                            | Yes
 7104 | ybe                                            | Yes
 7086 | ybe                                            | Yes
 7090 | ybe                                            | Yes
 7095 | ybe                                            | Yes
 7100 | ybe                                            | Yes
 7109 | ybe                                            | Yes
 7113 | ybe                                            | Yes
 7118 | ybe                                            | Yes
 7123 | ybe                                            | Yes
 7128 | ybe                                            | Yes
 7133 | ybe                                            | Yes
 7138 | ybe                                            | Yes
 7142 | ybe                                            | Yes
 7147 | ybe                                            | Yes
 7152 | ybe                                            | Yes
 7058 | ybe + weak co57                                | Yes
 8086 | yal                                            | Yes
 8087 | yal                                            | Yes
 8088 | yal                                            | Yes
 8090 | yal                                            | Yes
 8091 | yal                                            | Yes
 8092 | yal                                            | Yes
 8094 | yal                                            | Yes
 7235 | ybe                                            | Yes
 7161 | ybe                                            | Yes
 7165 | ybe                                            | Yes
 7170 | ybe                                            | Yes
 7196 | ybe                                            | Yes
 7201 | ybe                                            | Yes
 7206 | ybe                                            | Yes
 7289 | ybe                                            | Yes
 7210 | ybe + weak co57                                | Yes
 7215 | ybe                                            | Yes
 7240 | ybe                                            | Yes
 7217 | ybe                                            | Yes
 7244 | ybe                                            | Yes
 7218 | ybe                                            | Yes
 7221 | ybe                                            | Yes
 7226 | ybe                                            | Yes
 7230 | ybe                                            | Yes
 7261 | ybe                                            | Yes
 7265 | ybe                                            | Yes
 7270 | ybe                                            | Yes
 7275 | ybe                                            | Yes
 7279 | ybe                                            | Yes
 7284 | ybe                                            | Yes
 8096 | yal                                            | Yes
 8097 | yal                                            | Yes
 8098 | yal                                            | Yes
 8099 | yal                                            | Yes
 8101 | yal                                            | Yes
 8102 | yal                                            | Yes
 8103 | yal                                            | Yes
 8104 | yal                                            | Yes
 8106 | yal                                            | Yes
 8107 | yal                                            | Yes
 8108 | yal                                            | Yes
 8109 | yal                                            | Yes
 8111 | yal                                            | Yes
 8112 | yal                                            | Yes
 7421 | ybe                                            | Yes
 7422 | ybe + weak co57                                | Yes
 7423 | ybe + weak co57                                | Yes
 7424 | ybe + weak co57                                | Yes
 7425 | ybe + weak co57                                | Yes
 7427 | ybe + weak co57                                | Yes
 8113 | yal                                            | Yes
 8114 | yal                                            | Yes
 8115 | yal                                            | Yes
 8117 | yal                                            | Yes
 8118 | yal                                            | Yes
 8119 | yal                                            | Yes
 8120 | yal                                            | Yes
 8122 | yal                                            | Yes
 8123 | yal                                            | Yes
 8124 | yal                                            | Yes
 8125 | yal                                            | Yes
 8128 | yal                                            | Yes
 8129 | yal                                            | Yes
 8130 | yal + weak co57                                | Yes
 8132 | yal + weak co57                                | Yes
 8133 | yal + weak co57                                | Yes
 8134 | yal + weak co57                                | Yes
 8135 | weak co57                                      | Yes
 8137 | weak co57                                      | Yes
 8138 | background                                     | Yes
 8139 | background                                     | Yes
 8141 | background                                     | Yes
 8142 | background                                     | Yes
 8143 | background                                     | Yes
 8145 | background                                     | Yes
 8146 | background                                     | Yes
 8147 | background                                     | Yes
 8150 | background                                     | Yes
 8151 | background                                     | Yes
 8171 | weak co57                                      | Yes
 6438 | yal + weak co57                                | Yes
 6476 | yal                                            | Yes
 7420 | ybe                                            | Yes
 7428 | ybe                                            | Yes
 8153 | background                                     | Yes
 8154 | background                                     | Yes
 8155 | background                                     | Yes
 8157 | background                                     | Yes
 8158 | background                                     | Yes
 8159 | background                                     | Yes
 8161 | background                                     | Yes
 8162 | background                                     | Yes
 8163 | background                                     | Yes
 8164 | background                                     | Yes
 8166 | background                                     | Yes
 8167 | background                                     | Yes
 8169 | background                                     | Yes
 8172 | weak co57                                      | Yes
 8173 | weak co57                                      | Yes
 8175 | weak co57                                      | Yes
 8176 | weak co57                                      | Yes
 8177 | weak co57                                      | Yes
 8179 | background                                     | Yes
 8180 | background                                     | Yes
 8181 | background                                     | Yes
 8182 | background                                     | Yes
 8184 | background                                     | Yes
 8185 | background                                     | Yes
 8186 | background                                     | Yes
 8188 | background                                     | Yes
 8190 | background                                     | Yes
 8191 | background                                     | Yes
 8193 | weak co57                                      | Yes
 8194 | weak co57                                      | Yes
 7323 | ybe                                            | Yes
 6221 | background                                     | Yes
 7327 | ybe                                            | Yes
 6825 | ybe                                            | Yes
 7330 | ybe                                            | Yes
 7156 | ybe                                            | Yes
 7318 | ybe                                            | Yes
 7344 | ybe                                            | Yes
 7335 | ybe                                            | Yes
 7340 | ybe                                            | Yes
 7349 | ybe                                            | Yes
 7354 | ybe                                            | Yes
 7358 | ybe                                            | Yes
 7363 | ybe                                            | Yes
 7369 | ybe                                            | Yes
 7374 | ybe                                            | Yes
 7380 | ybe                                            | Yes
 7383 | ybe                                            | Yes
 8196 | weak co57                                      | Yes
 8197 | weak co57                                      | Yes
 8198 | background                                     | Yes
 8200 | background                                     | Yes
 8201 | background                                     | Yes
 8202 | background                                     | Yes
 8203 | background                                     | Yes
 8205 | background                                     | Yes
 8206 | background                                     | Yes
 8207 | background                                     | Yes
 8209 | background                                     | Yes
 8210 | kr83m                                          | Yes
 8211 | kr83m                                          | Yes
 8213 | kr83m                                          | Yes
 8214 | kr83m                                          | Yes
 8215 | kr83m                                          | Yes
 8216 | kr83m                                          | Yes
 8218 | kr83m                                          | Yes
 7393 | ybe                                            | Yes
 7398 | ybe                                            | Yes
 7454 | ybe                                            | Yes
 7403 | ybe                                            | Yes
 7407 | ybe                                            | Yes
 7412 | ybe                                            | Yes
 7417 | ybe                                            | Yes
 7426 | ybe + weak co57                                | Yes
 7431 | ybe                                            | Yes
 7489 | yal                                            | Yes
 7436 | ybe                                            | Yes
 7459 | ybe                                            | Yes
 7438 | ybe                                            | Yes
 7464 | ybe                                            | Yes
 7439 | ybe                                            | Yes
 7442 | ybe                                            | Yes
 7449 | ybe                                            | Yes
 7468 | ybe                                            | Yes
 7473 | ybe                                            | Yes
 7494 | yal                                            | Yes
 7483 | yal + weak co57                                | Yes
 7499 | yal                                            | Yes
 7488 | yal                                            | Yes
 7513 | yal                                            | Yes
 7504 | yal                                            | Yes
 7509 | yal                                            | Yes
 7518 | yal                                            | Yes
 7524 | yal                                            | Yes
 7530 | yal                                            | Yes
 7536 | yal                                            | Yes
 7535 | yal                                            | Yes
 7541 | yal                                            | Yes
 7546 | yal                                            | Yes
 7551 | yal                                            | Yes
 7388 | ybe                                            | Yes
 7477 | ybe + weak co57                                | Yes
 7556 | yal                                            | Yes
 7560 | yal                                            | Yes
 7565 | yal                                            | Yes
 7570 | yal                                            | Yes
 7614 | yal                                            | Yes
 7576 | yal                                            | Yes
 7581 | yal                                            | Yes
 7656 | yal                                            | Yes
 7619 | yal                                            | Yes
 7583 | yal                                            | Yes
 7584 | yal                                            | Yes
 7623 | yal                                            | Yes
 7589 | yal + weak co57                                | Yes
 7594 | yal                                            | Yes
 7599 | yal                                            | Yes
 7604 | yal                                            | Yes
 7609 | yal                                            | Yes
 7628 | yal                                            | Yes
 7632 | yal                                            | Yes
 7637 | yal                                            | Yes
 7642 | yal                                            | Yes
 7661 | yal                                            | Yes
 7647 | yal                                            | Yes
 7652 | yal                                            | Yes
 7666 | yal                                            | Yes
 7683 | yal                                            | Yes
 7671 | yal                                            | Yes
 7676 | yal                                            | Yes
 7678 | yal                                            | Yes
 7688 | yal                                            | Yes
 7679 | yal                                            | Yes
 7693 | yal                                            | Yes
 7698 | yal                                            | Yes
 7703 | yal + weak co57                                | Yes
 7707 | yal + weak co57                                | Yes
 7713 | yal                                            | Yes
 7718 | yal                                            | Yes
 7783 | yal                                            | Yes
 7723 | yal                                            | Yes
 7729 | yal                                            | Yes
 7734 | yal                                            | Yes
 7737 | yal                                            | Yes
 7738 | yal                                            | Yes
 7743 | yal                                            | Yes
 7748 | yal                                            | Yes
 7753 | yal                                            | Yes
 7785 | yal                                            | Yes
 7758 | yal                                            | Yes
 7762 | yal                                            | Yes
 7768 | yal                                            | Yes
 7773 | yal                                            | Yes
 7778 | yal                                            | Yes
 7786 | yal                                            | Yes
 7791 | yal                                            | Yes
 7796 | yal                                            | Yes
 7475 | ybe + weak co57                                | Yes
 7801 | yal                                            | Yes
 7806 | yal                                            | Yes
 8220 | kr83m                                          | Yes
 8222 | kr83m                                          | Yes
 8223 | kr83m                                          | Yes
 8224 | kr83m                                          | Yes
 8225 | kr83m                                          | Yes
 8227 | kr83m                                          | Yes
 8228 | kr83m                                          | Yes
 8229 | kr83m                                          | Yes
 8230 | kr83m                                          | Yes
 8232 | kr83m                                          | Yes
 8234 | kr83m                                          | Yes
 8235 | kr83m                                          | Yes
 8236 | kr83m                                          | Yes
 8238 | kr83m                                          | Yes
 7811 | yal                                            | Yes
 7815 | yal                                            | Yes
 7820 | yal                                            | Yes
 7825 | yal + weak co57                                | Yes
 7829 | yal + weak co57                                | Yes
 7905 | yal                                            | Yes
 7878 | yal                                            | Yes
 7833 | yal                                            | Yes
 7834 | yal                                            | Yes
 7838 | yal                                            | Yes
 7882 | yal                                            | Yes
 7844 | yal                                            | Yes
 7849 | yal                                            | Yes
 7855 | yal                                            | Yes
 7863 | yal                                            | Yes
 7868 | yal                                            | Yes
 7873 | yal                                            | Yes
 7909 | yal                                            | Yes
 7885 | yal                                            | Yes
 7886 | yal                                            | Yes
 7890 | yal                                            | Yes
 7895 | yal                                            | Yes
 7914 | yal                                            | Yes
 7900 | yal                                            | Yes
 7919 | yal                                            | Yes
 7924 | yal                                            | Yes
 7928 | yal + weak co57                                | Yes
 7943 | yal                                            | Yes
 7932 | yal                                            | Yes
 7933 | yal                                            | Yes
 7938 | yal                                            | Yes
 7948 | yal                                            | Yes
 7953 | yal                                            | Yes
 7957 | yal                                            | Yes
 7962 | yal                                            | Yes
 7967 | yal                                            | Yes
 7972 | yal                                            | Yes
 7978 | yal                                            | Yes
 7980 | yal                                            | Yes
 7985 | yal                                            | Yes
 8073 | yal                                            | Yes
 7992 | yal                                            | Yes
 7993 | yal                                            | Yes
 7998 | yal                                            | Yes
 8003 | yal                                            | Yes
 8039 | yal                                            | Yes
 8008 | yal                                            | Yes
 8013 | yal                                            | Yes
 8017 | yal                                            | Yes
 8022 | yal                                            | Yes
 8027 | yal                                            | Yes
 8032 | yal                                            | Yes
 8037 | yal                                            | Yes
 8040 | yal                                            | Yes
 8044 | yal                                            | Yes
 8048 | yal + weak co57                                | Yes
 8053 | yal                                            | Yes
 8058 | yal                                            | Yes
 8063 | yal                                            | Yes
 8077 | yal                                            | Yes
 8068 | yal                                            | Yes
 8082 | yal                                            | Yes
 8095 | yal                                            | Yes
 8089 | yal                                            | Yes
 8093 | yal                                            | Yes
 8100 | yal                                            | Yes
 8105 | yal                                            | Yes
 8116 | yal                                            | Yes
 8110 | yal                                            | Yes
 8121 | yal                                            | Yes
 8126 | yal                                            | Yes
 8131 | yal + weak co57                                | Yes
 8136 | weak co57                                      | Yes
 8140 | background                                     | Yes
 8144 | background                                     | Yes
 8148 | background                                     | Yes
 8152 | background                                     | Yes
 8156 | background                                     | Yes
 8160 | background                                     | Yes
 8204 | background                                     | Yes
 8165 | background                                     | Yes
 8170 | weak co57                                      | Yes
 8174 | weak co57                                      | Yes
 8178 | weak co57                                      | Yes
 8183 | background                                     | Yes
 8208 | background                                     | Yes
 8187 | background                                     | Yes
 8192 | background                                     | Yes
 8195 | weak co57                                      | Yes
 8199 | background                                     | Yes
 8212 | kr83m                                          | Yes
 8217 | kr83m                                          | Yes
 8221 | kr83m                                          | Yes
 8226 | kr83m                                          | Yes
 8231 | kr83m                                          | Yes
 8240 | kr83m                                          | Yes
 8241 | kr83m                                          | Yes
 8243 | kr83m                                          | Yes
 8244 | kr83m                                          | Yes
 8245 | kr83m                                          | Yes
 8246 | kr83m                                          | Yes
 8248 | kr83m                                          | Yes
 8249 | kr83m                                          | Yes
 8250 | kr83m                                          | Yes
 8252 | weak co57                                      | Yes
 8253 | weak co57                                      | Yes
 8254 | weak co57                                      | Yes
 8247 | kr83m                                          | Yes
 8242 | kr83m                                          | Yes
 8264 | background                                     | Yes
 8258 | background                                     | Yes
 8256 | background                                     | Yes
 8239 | kr83m                                          | Yes
 8255 | background                                     | Yes
 8251 | background                                     | Yes
 8237 | kr83m                                          | Yes
 8259 | background                                     | Yes
 8260 | background                                     | Yes
 8261 | background                                     | Yes
 8262 | background                                     | Yes
 8266 | background                                     | Yes
 8265 | background                                     | Yes
 8263 | background                                     | Yes
 8267 | background                                     | Yes
 8268 | background                                     | Yes
 8269 | background                                     | Yes
 8270 | background                                     | Yes
 8271 | background                                     | Yes
 8282 | weak co57                                      | Yes
 8283 | weak co57                                      | Yes
 8284 | weak co57                                      | Yes
 8285 | weak co57                                      | Yes
 8286 | weak co57                                      | Yes
 8287 | weak co57                                      | Yes
 8288 | weak co57                                      | Yes
 8289 | background                                     | Yes
 8290 | background                                     | Yes
 8291 | background                                     | Yes
 8292 | background                                     | Yes
 8293 | background                                     | Yes
 8294 | background                                     | Yes
 8295 | background                                     | Yes
 8298 | background                                     | Yes
 8299 | background                                     | Yes
 8300 | background                                     | Yes
 8301 | background                                     | Yes
 8303 | background                                     | Yes
 8304 | background                                     | Yes
 8305 | background                                     | Yes
 8308 | background                                     | Yes
 8309 | background                                     | Yes
 8310 | background                                     | Yes
 8312 | background                                     | Yes
 8313 | weak co57                                      | Yes
 8314 | weak co57                                      | Yes
 8315 | weak co57                                      | Yes
 8317 | weak co57                                      | Yes
 8318 | weak co57                                      | Yes
 8319 | weak co57                                      | Yes
 8320 | weak co57                                      | Yes
 8322 | weak co57                                      | Yes
 8323 | background                                     | Yes
 8324 | background                                     | Yes
