0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
101	0
102	0
103	0
104	0
105	0
106	0
107	0
108	0
109	0
110	0
111	0
112	0
113	0
114	0
115	0
116	0
117	0
118	0
119	0
120	0
121	0
122	0
123	0
124	0
125	0
126	0
127	0
128	0
129	0
130	0
131	0
132	0
133	0
134	0
135	0
136	0
137	0
138	0
139	0
140	0
141	0
142	0
143	0
144	0
145	0
146	0
147	0
148	0
149	0
150	0
151	0
152	0
153	0
154	0
155	0
156	0
157	0
158	0
159	0
160	0
161	0
162	0
163	0
164	0
165	0
166	0
167	0
168	0
169	0
170	0
171	0
172	0
173	0
174	0
175	0
176	0
177	0
178	0
179	0
180	0
181	0
182	0
183	0
184	0
185	0
186	0
187	0
188	0
189	0
190	0
191	0
192	0
193	0
194	0
195	0
196	0
197	0
198	0
199	0
200	0
201	0
202	0
203	0
204	0
205	0
206	0
207	0
208	0
209	0
210	0
211	0
212	0
213	0
214	0.0111111
215	0
216	0
217	0
218	0
219	0
220	0.00358423
221	0
222	0
223	0
224	0.00178571
225	0
226	0
227	0
228	0.000907441
229	0
230	0
231	0.000652316
232	0.00120846
233	0.000542594
234	0
235	0.000868056
236	0.000413907
237	0
238	0
239	0.00129199
240	0.00217324
241	0.00194715
242	0.00107614
243	0.00178982
244	0.00172117
245	0.00195791
246	0.00236518
247	0.00361991
248	0.00424107
249	0.00454054
250	0.00569426
251	0.00459318
252	0.0056338
253	0.00742682
254	0.00670055
255	0.00789596
256	0.0103896
257	0.0133107
258	0.0146112
259	0.0143359
260	0.0167139
261	0.0237732
262	0.0289808
263	0.0319917
264	0.0359842
265	0.0570248
266	0.0491317
267	0.0581614
268	0.061142
269	0.0703518
270	0.0907419
271	0.113898
272	0.115051
273	0.148747
274	0.162791
275	0.208251
276	0.236699
277	0.286543
278	0.315341
279	0.381872
280	0.407752
281	0.42024
282	0.457467
283	0.481061
284	0.581933
285	0.640919
286	0.657016
287	0.70726
288	0.761658
289	0.750678
290	0.799472
291	0.830688
292	0.848806
293	0.874667
294	0.898305
295	0.890173
296	0.946092
297	0.930836
298	0.959459
299	0.96648
300	0.955752
301	0.976608
302	0.988796
303	0.980556
304	0.976562
305	0.989041
306	0.989899
307	0.994505
308	0.989583
309	0.99005
310	0.983957
311	0.987437
312	0.987775
313	0.984456
314	0.989975
315	0.995272
316	0.99093
317	0.993088
318	0.991416
319	0.989201
320	0.985106
321	1
322	0.989754
323	0.991543
324	0.989605
325	0.993976
326	0.998113
327	0.997963
328	0.99619
329	0.992218
330	0.994106
331	0.99654
332	0.988327
333	0.994872
334	0.994854
335	0.992933
336	0.991597
337	0.993266
338	0.995283
339	0.993958
340	0.994065
341	0.996855
342	0.987897
343	0.994595
344	0.994521
345	0.994186
346	0.994987
347	1
348	0.997528
349	0.993842
350	0.99631
351	0.997487
352	0.991657
353	0.997683
354	0.994266
355	0.994553
356	0.99361
357	0.993281
358	0.993341
359	0.990099
360	0.992118
361	0.995918
362	0.991811
363	0.995122
364	0.994521
365	0.994475
366	0.99633
367	0.995362
368	0.992958
369	0.996624
370	0.994859
371	0.993023
372	0.994979
373	0.99564
374	0.992823
375	0.998453
376	0.99464
377	0.994815
378	0.992543
379	0.987842
380	0.996928
381	0.996423
382	0.993455
383	0.990728
384	0.993927
385	0.994513
386	0.994536
387	0.99221
388	0.994778
389	0.995851
390	0.996631
391	0.994036
392	0.998688
393	0.997436
394	0.995989
395	0.996178
396	0.994253
397	0.992834
398	0.996902
